path,label,h_bin_0,h_bin_1,h_bin_2,h_bin_3,h_bin_4,h_bin_5,h_bin_6,h_bin_7,s_bin_0,s_bin_1,s_bin_2,s_bin_3,s_bin_4,s_bin_5,s_bin_6,s_bin_7,v_bin_0,v_bin_1,v_bin_2,v_bin_3,v_bin_4,v_bin_5,v_bin_6,v_bin_7,h_mean,s_mean,v_mean,h_std,s_std,v_std,hu_0,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,perim_area_ratio,aspect_ratio,lbp_bin_0,lbp_bin_1,lbp_bin_2,lbp_bin_3,lbp_bin_4,lbp_bin_5,lbp_bin_6,lbp_bin_7,lbp_bin_8,lbp_bin_9,vein_density,vein_direction_consistency,vein_mean_width,vein_var_width,edge_roughness,edge_angle_variance,edge_complexity
dataset\Type_1\76.jpg,Type_1,0.5491927083326182,0.010768229166652645,0.43863281249942887,0.0005338541666659716,0.0006770833333324517,1.3020833333316378e-05,0.00018229166666642932,0.0,0.5495703124992845,0.000377604166666175,0.0004427083333327569,0.000651041666665819,0.0015364583333313327,0.07634114583323393,0.3077343749995993,0.06334635416658418,0.0019791666666640895,0.0015885416666645983,0.002109374999997253,0.002825520833329654,0.13147135416649547,0.27812499999963786,0.02617187499996592,0.5557291666659431,47.281646728515625,0.36475515365600586,0.8428970575332642,52.47106170654297,0.40584123134613037,0.18282347917556763,-8.431926396554605,-16.554687716367823,-18.660717087059453,-18.08051653162801,-36.448214222041386,-26.34384047286041,35.51392415342025,2.000430550396233,1.4854368210953,0.09213307964683139,0.0315390307065806,0.03135405105434259,0.017546641298005462,0.03858147032392767,0.035159346757524496,0.01826013424235207,0.03624279900634712,0.03769621055964577,0.6614872364031216,0.19296980876237207,0.4221385717391968,1.154556155204773,0.587195098400116,84.48943127236147,2.2869807420484416,372.5261277187392
dataset\Type_1\77.jpg,Type_1,0.5976692708325552,0.01157552083331826,0.38946614583282624,0.0002473958333330112,0.000377604166666175,6.51041666665819e-05,0.000585937499999237,1.3020833333316378e-05,0.5982031249992211,0.0004166666666661241,0.0002473958333330112,0.00040364583333280776,0.00075520833333235,0.044791666666608346,0.260638020832994,0.09454427083321022,0.0009374999999987793,0.0009244791666654629,0.0014713541666647508,0.002499999999996745,0.16069010416645743,0.19981770833307316,0.028671874999962668,0.604986979165879,42.13145446777344,0.3334953188896179,0.8593984842300415,51.7601432800293,0.4097658693790436,0.18003235757350922,-8.33476137661862,-16.363077387341807,-18.733853173579778,-18.206444336656755,-36.676297025686104,-26.38604419875646,-35.24376225104534,1.995649186253754,1.3970587550461395,0.08532847101093319,0.02682204957451136,0.02480048623219597,0.01586861159556066,0.032384651973954355,0.03168437186191046,0.016648168701420843,0.0316315205326996,0.03626922467095255,0.6985624438445397,0.19149624637862533,0.4210558533668518,1.164339542388916,0.5773527026176453,78.36016162400585,2.336712416540071,350.8257984881393
dataset\Type_1\78.jpg,Type_1,0.5606249999992701,0.01755208333331048,0.4208723958327853,0.0002473958333330112,0.00015624999999979655,3.906249999994914e-05,0.00046874999999938963,3.906249999994914e-05,0.561158854165936,0.0005598958333326043,0.000481770833332706,0.0006640624999991353,0.0054687499999928795,0.1981770833330753,0.18295572916642844,0.05053385416660087,0.0005338541666659716,0.0008463541666655646,0.0018749999999975585,0.002656249999996541,0.20007812499973948,0.20274739583306933,0.022864583333303563,0.5683984374992599,45.49019241333008,0.33753877878189087,0.8435359597206116,51.79701614379883,0.3862416446208954,0.1849779486656189,-8.415351991948192,-16.53590524055435,-18.8119318698419,-18.313261888864663,-36.875852887480995,-26.58119089172463,-34.592194546794666,1.999197726056492,1.458536514217731,0.09000581364609428,0.030230960308611818,0.028328312457020863,0.017295597484253876,0.037048781776812735,0.03280746260764124,0.018960414354395962,0.03381163786264757,0.03626922467095255,0.6752417948302478,0.2040265669797703,0.42284083366394043,1.1128177642822266,0.5379299521446228,82.96629719425509,2.3143146909460643,367.1454441273301
dataset\Type_1\79.jpg,Type_1,0.6027473958325485,0.013528645833315717,0.3823697916661688,0.0004166666666661241,0.000273437499999644,9.114583333321466e-05,0.000546874999999288,2.6041666666632757e-05,0.6032421874992145,0.0005208333333326552,0.00033854166666622584,0.00033854166666622584,0.0013541666666649034,0.05161458333326613,0.2238671874997085,0.11872395833317874,0.002057291666663988,0.0013932291666648527,0.002109374999997253,0.005455729166659563,0.22434895833304122,0.13648437499982227,0.020651041666639777,0.607499999999209,41.35194396972656,0.3310326635837555,0.8494405746459961,51.362056732177734,0.4115103781223297,0.19487297534942627,-8.33960858262715,-16.40340936868377,-18.25305087352534,-17.731838496749383,-35.72216596678337,-25.9232983886001,-34.717730768353896,1.9899912338583603,1.5230768449704182,0.07962052745616033,0.026452090270035342,0.02569895882878059,0.015538290787992787,0.03460440780081047,0.031235135563618156,0.017744833782546186,0.03009883198558467,0.03296601659527382,0.7060409069278764,0.20846958789781897,0.4251753091812134,1.1129566431045532,0.5674076080322266,79.22725556656943,2.2944525277400567,347.99249606627745
dataset\Type_1\80.jpg,Type_1,0.6428776041658296,0.010807291666652594,0.34401041666621873,0.0003124999999995931,0.0005338541666659716,0.00011718749999984741,0.0012499999999983724,9.114583333321466e-05,0.6445312499991608,0.000377604166666175,0.0005338541666659716,0.0008072916666656155,0.001953124999997457,0.05821614583325753,0.20917968749972762,0.08440104166655676,0.0008203124999989319,0.0007682291666656663,0.0011458333333318413,0.010585937499986216,0.167669270833115,0.11398437499985158,0.04358072916660992,0.6614453124991387,38.48408889770508,0.291869193315506,0.8752727508544922,52.41054916381836,0.39613112807273865,0.18229059875011444,-8.243286583397184,-16.20943032215224,-18.08726809649159,-17.591151160718475,-35.43031445472532,-25.69586482980167,33.594913165199365,1.9916633823265302,1.4404144331391484,0.08069076687268023,0.027641245177279686,0.02572538449338602,0.014573754029894597,0.032490354632376074,0.026359600443916338,0.01500977749588419,0.023954864964822215,0.027760160668004123,0.7257940912204353,0.23628583958591068,0.42983490228652954,0.9796485304832458,0.42476505041122437,71.76656782928224,2.3086056202990957,329.34186106823114
dataset\Type_1\81.jpg,Type_1,0.5711979166659229,0.011744791666651374,0.4151171874994595,0.0005989583333325534,0.0006901041666657681,9.114583333321466e-05,0.000546874999999288,1.3020833333316378e-05,0.5718359374992554,0.0003255208333329095,0.0004296874999994405,0.000546874999999288,0.005664062499992625,0.19339843749974817,0.17891927083310036,0.048880208333269684,0.001406249999998169,0.001028645833331994,0.001614583333331231,0.0029036458333295523,0.22908854166636838,0.15031249999980428,0.03403645833328901,0.5796093749992453,45.50334167480469,0.3295274078845978,0.8443229794502258,52.96332550048828,0.3849039077758789,0.19040723145008087,-8.408839356348345,-16.548276128567952,-17.820993305589816,-17.475673777272664,-35.12337683236598,-25.673289541938455,-33.85515283411043,1.9858223777512365,1.4109588396822448,0.09209344114992324,0.03196184134026748,0.031050155911380144,0.018326198403865644,0.03852861899471681,0.02988742666874123,0.018075154590114058,0.031235135563618156,0.033230273241328115,0.6756117541347239,0.2175285262753312,0.431185245513916,1.0374888181686401,0.4686433672904968,79.53792044481538,2.341434048305306,360.4800760713069
dataset\Type_1\85.jpg,Type_1,0.6236197916658547,0.007018229166657528,0.36733072916618836,0.0007942708333322991,0.0007031249999990845,0.0001302083333331638,0.00039062499999949137,1.3020833333316378e-05,0.6241406249991873,0.0005078124999993388,0.00046874999999938963,0.0007942708333322991,0.008242187499989269,0.15632812499979645,0.17074218749977768,0.038776041666616176,0.0030208333333294,0.0015494791666646492,0.001757812499997711,0.11397135416651827,0.19101562499975128,0.054179687499929456,0.006315104166658444,0.6281901041658488,40.802120208740234,0.2887108623981476,0.8292401432991028,52.92470932006836,0.375917911529541,0.22913548350334167,-8.293416139532534,-16.3104289504787,-16.940739368411027,-16.905447848496504,-33.828529839218405,-25.05957792998075,-31.69271916469036,1.9841024943454497,1.42288550134898,0.08353152581776395,0.02905501823367019,0.026002853971743033,0.01600073991858781,0.031235135563618156,0.026518154431548917,0.015802547434047087,0.025474340679634434,0.03124834839592087,0.7151313355521443,0.25000862090071774,0.4322366714477539,0.9212597012519836,0.3738383650779724,72.9810463971185,2.316410034830752,337.87463435782604
dataset\Type_1\86.jpg,Type_1,0.6578124999991435,0.009544270833320906,0.33089843749956915,0.0004427083333327569,0.0007812499999989827,0.00022135416666637845,0.0002604166666663276,3.906249999994914e-05,0.6582552083324762,0.0002994791666662767,0.00039062499999949137,0.0007031249999990845,0.005859374999992371,0.138489583333153,0.1739322916664402,0.022070312499971264,0.00377604166666175,0.001236979166665056,0.001757812499997711,0.036236979166619485,0.24459635416634817,0.045611979166607274,0.008046874999989522,0.658736979165809,36.21466064453125,0.26105228066444397,0.8490421772003174,50.59539031982422,0.3652956187725067,0.21672962605953217,-8.200895969017907,-16.10121319730208,-16.462713340130634,-16.527178581237152,-33.022121947720265,-24.577609257398397,30.560747879628394,2.0015417628976055,1.6804732733447767,0.06935415675695081,0.027667670841885116,0.02514401987206656,0.014018815073180568,0.03399661751488558,0.02336028751120004,0.013767771259428983,0.023373500343502756,0.025421489350423574,0.7438956714751547,0.20051365328378834,0.4438657760620117,1.1174018383026123,0.5304803252220154,77.663862984539,2.2230511113804963,325.6859453588706
dataset\Type_1\93.jpg,Type_1,0.5585416666659394,0.010273437499986623,0.4293749999994409,0.0007031249999990845,0.0004427083333327569,6.51041666665819e-05,0.0004557291666660733,0.00014322916666648016,0.5590364583326054,0.0004166666666661241,0.0004296874999994405,0.0025520833333300104,0.061289062499920194,0.21453124999972065,0.139765624999818,0.021979166666638048,0.0030989583333292984,0.0013802083333315362,0.002057291666663988,0.022070312499971264,0.3052213541662692,0.08032552083322875,0.02104166666663927,0.5648046874992646,47.52210998535156,0.3171008229255676,0.8181209564208984,53.92194366455078,0.3628803491592407,0.21545174717903137,-8.430993952696234,-16.577423446097065,-19.196966409187265,-18.737304117296198,-37.70437268781339,-27.025218736981515,-35.94806810701545,1.9972497215894343,1.3484162285784511,0.09141958670248478,0.03262248295540322,0.031142645737499152,0.017044553670502293,0.04212250938105528,0.030032767824071094,0.017242746155043016,0.030006342159465665,0.03554251889430323,0.672823846518851,0.19649050608532992,0.43694061040878296,1.1536091566085815,0.6015087962150574,79.82524485441209,2.3550020480136156,368.3937605598537
dataset\Type_1\94.jpg,Type_1,0.6154687499991986,0.01473958333331414,0.36661458333285596,0.0007682291666656663,0.0006901041666657681,6.51041666665819e-05,0.0016276041666645473,2.6041666666632757e-05,0.6175911458325292,0.00046874999999938963,0.0005208333333326552,0.0008072916666656155,0.004401041666660936,0.1156640624998494,0.21339843749972215,0.047148437499938606,0.0004947916666660224,0.0006249999999991862,0.001171874999998474,0.001927083333330824,0.041731770833278996,0.2397005208330212,0.06454427083324929,0.6498046874991539,41.10247039794922,0.30069664120674133,0.8904184699058533,52.879615783691406,0.38591471314430237,0.15379206836223602,-8.316143374073421,-16.372202343551233,-18.453204153525267,-17.939076764880138,-36.131348942782914,-26.109863037140414,35.25866782099741,1.996792494192239,1.331775638702073,0.08132498282321055,0.029715659848805934,0.029279636382816342,0.014666243856013601,0.03735267691977518,0.02668992125148421,0.015260821309635774,0.027403414195830818,0.02970244701650322,0.708604196394603,0.2233597495924085,0.4365912675857544,1.053392767906189,0.5376503467559814,71.16515301024883,2.3438113643549148,342.38439417349844
dataset\Type_10\1678.jpg,Type_10,0.5893619791658993,0.03694010416661857,0.3703515624995178,0.0012890624999983215,0.001718749999997762,0.000273437499999644,3.906249999994914e-05,2.6041666666632757e-05,0.5893880208325659,0.0003255208333329095,0.010989583333319024,0.02537760416663362,0.02365885416663586,0.026627604166631996,0.036197916666619534,0.28743489583295906,0.011966145833317753,0.0021744791666638355,0.10932291666652431,0.176393229166437,0.06165364583325306,0.035507812499953766,0.01930989583330819,0.58367187499924,45.737266540527344,0.3584517240524292,0.768689751625061,55.5260009765625,0.44695010781288147,0.2904386520385742,-8.38182581653537,-16.475419451620517,-18.89918142952455,-18.4505233931751,-37.124886453906775,-26.684062213442644,35.80156408797632,1.9818379804497201,1.4306929984805445,0.08540774800474947,0.030204534644006388,0.026504941599246202,0.01448126420377559,0.03653348131700685,0.036004968024898255,0.015102267322003194,0.02983457533953037,0.037709423391948486,0.6882167961515139,0.21200593795632897,0.42958831787109375,1.4235670566558838,1.6322094202041626,82.14825861157523,2.3772494447089234,356.36729458829063
dataset\Type_10\1679.jpg,Type_10,0.6018098958325497,0.03493489583328784,0.35907552083286576,0.0013541666666649034,0.002096354166663937,0.000546874999999288,0.00014322916666648016,3.906249999994914e-05,0.6020182291658828,0.0005338541666659716,0.001341145833331587,0.014713541666647508,0.01858072916664247,0.018971354166641963,0.025937499999966227,0.3179036458329194,0.013424479166649187,0.013828124999981994,0.21032552083305947,0.0764062499999005,0.04462239583327523,0.026940104166631586,0.019374999999974774,0.5950781249992252,45.27529525756836,0.36580249667167664,0.7550158500671387,56.444175720214844,0.4603314995765686,0.31472647190093994,-8.365698906721613,-16.450346341922558,-19.164504690731064,-18.767393570855504,-37.73334267239598,-26.991933900393757,-34.298049316225125,1.9788427632974235,1.4362744393983118,0.07979229427609562,0.028936102742945752,0.024351249933903665,0.013939538079364279,0.03550288039739508,0.03492151577607563,0.01522118281272763,0.026359600443916338,0.035291475080551644,0.705684160455703,0.1959848556533407,0.43004655838012695,1.6612600088119507,2.1867830753326416,80.32831956326699,2.3683321402692727,350.82486112466904
dataset\Type_10\1680.jpg,Type_10,0.588320312499234,0.04947916666660224,0.3559114583328699,0.003971354166661495,0.001341145833331587,0.00036458333333285863,0.0005729166666659206,3.906249999994914e-05,0.588528645832567,0.0005729166666659206,0.018346354166642778,0.04894531249993627,0.04524739583327442,0.03829427083328347,0.04550781249994074,0.2145572916663873,0.012200520833317447,0.003502604166662106,0.10587239583319548,0.08631510416655427,0.0924479166665463,0.08488281249988948,0.028528645833296187,0.5862499999992367,44.75861740112305,0.32618752121925354,0.7913930416107178,54.4732551574707,0.4159527122974396,0.2728999853134155,-8.35168992208969,-16.33906450020192,-19.020012286807805,-18.493385534529807,-37.248569092268845,-26.652085604757787,36.17120694801861,1.9816641951462095,1.5025905957206944,0.0856059404892902,0.03204111833408377,0.026253897785494616,0.016080016912404103,0.03423444849633445,0.032463928967770644,0.01676708419214528,0.028830400084524033,0.037881190211883776,0.6898419745247478,0.27788063930201795,0.4321593642234802,1.1052008867263794,1.2817943096160889,86.22092407442157,2.3427848930784063,356.73256162742456
dataset\Type_10\1682.jpg,Type_10,0.6346874999991736,0.04097656249994665,0.3135156249995918,0.009049479166654883,0.0015885416666645983,0.00015624999999979655,2.6041666666632757e-05,0.0,0.6347135416658403,0.004713541666660529,0.01811197916664308,0.03347656249995641,0.026601562499965363,0.03049479166662696,0.03660156249995234,0.21528645833305302,0.01391927083331521,0.0714713541665736,0.15117187499980317,0.055976562499927114,0.036757812499952136,0.02606770833329939,0.01953124999997457,0.6251041666658527,41.01481628417969,0.2972184121608734,0.7648632526397705,54.928348541259766,0.41533029079437256,0.3229903280735016,-8.339275210590875,-16.469589693060122,-18.168945087902326,-17.769094151401777,-35.73355015283682,-25.954595958073167,-34.89711345290379,1.975078950817341,1.3318181212809945,0.07619840388975715,0.02436446276620638,0.02045346440460275,0.012763596004422647,0.03373236086883128,0.035344326409762504,0.013820622588639843,0.023743459647978776,0.032371439141651644,0.7272078642768257,0.21069876518910852,0.43330633640289307,1.4318214654922485,1.6170557737350464,69.41953242876336,2.398617931666251,336.30900994323736
dataset\Type_10\1690.jpg,Type_10,0.5283593749993121,0.06085937499992076,0.400364583332812,0.009101562499988149,0.0009895833333320447,0.00016927083333311292,0.0001302083333331638,2.6041666666632757e-05,0.5285286458326451,0.0024869791666634286,0.00895833333332167,0.0345833333332883,0.05249999999993164,0.04660156249993932,0.0496093749999354,0.276731770832973,0.01571614583331287,0.052148437499932095,0.15483072916646506,0.11274739583318652,0.09399739583321094,0.038736979166616226,0.015260416666646796,0.5165624999993274,51.62125015258789,0.3919532597064972,0.7149569392204285,55.7286376953125,0.43814417719841003,0.3171502947807312,-8.471064978316415,-16.578048012942833,-18.726279430932646,-18.230253406263273,-36.708463533801286,-26.519271741717677,-34.91533423531332,1.984176294526774,1.4075828716785368,0.09605729084073773,0.03497436710528649,0.029530680196567925,0.016661381533723558,0.043708049257381074,0.040034881877226314,0.017480577136491888,0.037233761429050743,0.04435547804021411,0.6399635325819989,0.24484598261578883,0.4255133867263794,1.1086841821670532,0.9418776035308838,89.16829837228039,2.3838481921741055,383.2132102427818
